date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_ief.us,w_lqd.us,w_shy.us,w_spy.us,w_vea.us,w_vwo.us
2018-10-01,-0.01638818994845126,-0.02038818994845126,1.0,4,True,0.004,1.6963150110474388,-0.0749291692735159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-11-01,0.002457164633766551,-0.0015428353662334492,1.0,2,True,0.004,1.6618414165202475,-0.09372904814018046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-12-01,-0.049734670153602056,-0.05373467015360206,1.0,5,True,0.004,1.6672680368342816,-0.09076968733204793,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-01-01,0.022059707820372365,0.020059707820372363,0.5,3,True,0.002,1.5760676294945979,-0.14050504664377172,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25
2019-02-01,0.018185068523650677,0.016185068523650675,0.5,3,True,0.002,1.6043983233636534,-0.1250551459226067,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-03-01,0.022924158283880613,0.022924158283880613,0.0,0,False,0.0,1.6335744168132524,-0.10914421379679329,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-04-01,0.008282347948804891,0.008282347948804891,0.0,0,False,0.0,1.6710227353127771,-0.0887220947457602,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-05-01,-0.03327914264209292,-0.03327914264209292,0.0,0,False,0.0,1.6848627270370007,-0.08117457405638684,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-06-01,0.020215415079342658,0.018215415079342656,0.5,3,True,0.002,1.6248134406953756,-0.11392193692165964,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0
2019-07-01,-0.018035112885948723,-0.020035112885948725,0.5,3,True,0.002,1.6510357105891003,-0.09962184711750022,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-08-01,0.01623678760551911,0.01423678760551911,0.5,3,True,0.002,1.6180165769795538,-0.11762854820728841,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
2019-09-01,-0.00038699421752980134,-0.00038699421752980134,0.0,0,False,0.0,1.6475725734756825,-0.101510439215999,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
2019-10-01,0.013279954339556033,0.013279954339556033,0.0,0,False,0.0,1.6469349724167872,-0.10185814948053307,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
2019-11-01,0.0015364309089697659,-0.0004635690910302342,0.5,3,True,0.002,1.6654685812633987,-0.09175100498175981,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2019-12-01,0.04895617902685706,0.04895617902685706,0.0,0,False,0.0,1.6738287267975898,-0.0871918713751233,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2020-01-01,-0.022123775927259004,-0.022123775927259004,0.0,0,False,0.0,1.7362391944083437,-0.05315685857224839,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2020-02-01,-0.004067743895806858,-0.006067743895806858,0.5,3,True,0.002,1.689492511346136,-0.07864976092377673,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
2020-03-01,-0.03476845744553883,-0.03776845744553883,0.75,4,True,0.003,1.66672188406701,-0.09106752705570376,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25
